entries=2265
amin	amax	emin	emax	tmin	tmax	value	interval
25 30 0 1 1976 1977 70623544.000000 70623544.000000 70623544.000000
30 35 0 1 1976 1977 52754448.000000 52754448.000000 52754448.000000
35 40 0 1 1976 1977 48825960.000000 48825960.000000 48825960.000000
40 45 0 1 1976 1977 46242792.000000 46242792.000000 46242792.000000
45 50 0 1 1976 1977 40094560.000000 40094560.000000 40094560.000000
50 55 0 1 1976 1977 34027776.000000 34027776.000000 34027776.000000
55 60 0 1 1976 1977 30936604.000000 30936604.000000 30936604.000000
60 65 0 1 1976 1977 25162672.000000 25162672.000000 25162672.000000
65 70 0 1 1976 1977 17827412.000000 17827412.000000 17827412.000000
70 120 0 1 1976 1977 21734872.000000 21734872.000000 21734872.000000
0 5 0 1 1977 1978 113876488.000000 113876488.000000 113876488.000000
5 10 0 1 1977 1978 132896520.000000 132896520.000000 132896520.000000
10 15 0 1 1977 1978 119461112.000000 119461112.000000 119461112.000000
15 20 0 1 1977 1978 93290152.000000 93290152.000000 93290152.000000
20 25 0 1 1977 1978 90707544.000000 90707544.000000 90707544.000000
25 30 0 1 1977 1978 76689304.000000 76689304.000000 76689304.000000
30 35 0 1 1977 1978 54809648.000000 54809648.000000 54809648.000000
35 40 0 1 1977 1978 48860028.000000 48860028.000000 48860028.000000
40 45 0 1 1977 1978 46892080.000000 46892080.000000 46892080.000000
45 50 0 1 1977 1978 41298384.000000 41298384.000000 41298384.000000
50 55 0 1 1977 1978 34763584.000000 34763584.000000 34763584.000000
55 60 0 1 1977 1978 31071520.000000 31071520.000000 31071520.000000
60 65 0 1 1977 1978 26011824.000000 26011824.000000 26011824.000000
65 70 0 1 1977 1978 18572600.000000 18572600.000000 18572600.000000
70 120 0 1 1977 1978 22726650.000000 22726650.000000 22726650.000000
0 5 0 1 1978 1979 108414304.000000 108414304.000000 108414304.000000
5 10 0 1 1978 1979 130939104.000000 130939104.000000 130939104.000000
10 15 0 1 1978 1979 124189264.000000 124189264.000000 124189264.000000
15 20 0 1 1978 1979 98198920.000000 98198920.000000 98198920.000000
20 25 0 1 1978 1979 88359984.000000 88359984.000000 88359984.000000
25 30 0 1 1978 1979 82855384.000000 82855384.000000 82855384.000000
30 35 0 1 1978 1979 57429552.000000 57429552.000000 57429552.000000
35 40 0 1 1978 1979 48990208.000000 48990208.000000 48990208.000000
40 45 0 1 1978 1979 47405744.000000 47405744.000000 47405744.000000
45 50 0 1 1978 1979 42516744.000000 42516744.000000 42516744.000000
50 55 0 1 1978 1979 35666104.000000 35666104.000000 35666104.000000
55 60 0 1 1978 1979 31161880.000000 31161880.000000 31161880.000000
60 65 0 1 1978 1979 26843956.000000 26843956.000000 26843956.000000
65 70 0 1 1978 1979 19396220.000000 19396220.000000 19396220.000000
70 120 0 1 1978 1979 23672442.000000 23672442.000000 23672442.000000
0 5 0 1 1979 1980 103898536.000000 103898536.000000 103898536.000000
5 10 0 1 1979 1980 127609408.000000 127609408.000000 127609408.000000
10 15 0 1 1979 1980 128050352.000000 128050352.000000 128050352.000000
15 20 0 1 1979 1980 103533120.000000 103533120.000000 103533120.000000
20 25 0 1 1979 1980 86789680.000000 86789680.000000 86789680.000000
25 30 0 1 1979 1980 87738760.000000 87738760.000000 87738760.000000
30 35 0 1 1979 1980 60814760.000000 60814760.000000 60814760.000000
35 40 0 1 1979 1980 49508864.000000 49508864.000000 49508864.000000
40 45 0 1 1979 1980 47777448.000000 47777448.000000 47777448.000000
45 50 0 1 1979 1980 43639524.000000 43639524.000000 43639524.000000
50 55 0 1 1979 1980 36681596.000000 36681596.000000 36681596.000000
55 60 0 1 1979 1980 31379728.000000 31379728.000000 31379728.000000
60 65 0 1 1979 1980 27574538.000000 27574538.000000 27574538.000000
65 70 0 1 1979 1980 20262356.000000 20262356.000000 20262356.000000
70 120 0 1 1979 1980 24621952.000000 24621952.000000 24621952.000000
0 5 0 1 1980 1981 100621072.000000 100621072.000000 100621072.000000
5 10 0 1 1980 1981 123743656.000000 123743656.000000 123743656.000000
10 15 0 1 1980 1981 130443616.000000 130443616.000000 130443616.000000
15 20 0 1 1980 1981 108710144.000000 108710144.000000 108710144.000000
20 25 0 1 1980 1981 87120480.000000 87120480.000000 87120480.000000
25 30 0 1 1980 1981 90525296.000000 90525296.000000 90525296.000000
30 35 0 1 1980 1981 65010620.000000 65010620.000000 65010620.000000
35 40 0 1 1980 1981 50599656.000000 50599656.000000 50599656.000000
40 45 0 1 1980 1981 48021056.000000 48021056.000000 48021056.000000
45 50 0 1 1980 1981 44588932.000000 44588932.000000 44588932.000000
50 55 0 1 1980 1981 37766200.000000 37766200.000000 37766200.000000
55 60 0 1 1980 1981 31821826.000000 31821826.000000 31821826.000000
60 65 0 1 1980 1981 28154492.000000 28154492.000000 28154492.000000
65 70 0 1 1980 1981 21146728.000000 21146728.000000 21146728.000000
70 120 0 1 1980 1981 25603532.000000 25603532.000000 25603532.000000
0 5 0 1 1981 1982 96879632.000000 96879632.000000 96879632.000000
5 10 0 1 1981 1982 119950160.000000 119950160.000000 119950160.000000
10 15 0 1 1981 1982 131613424.000000 131613424.000000 131613424.000000
15 20 0 1 1981 1982 114034320.000000 114034320.000000 114034320.000000
20 25 0 1 1981 1982 89245608.000000 89245608.000000 89245608.000000
25 30 0 1 1981 1982 91513976.000000 91513976.000000 91513976.000000
30 35 0 1 1981 1982 70135024.000000 70135024.000000 70135024.000000
35 40 0 1 1981 1982 52280688.000000 52280688.000000 52280688.000000
40 45 0 1 1981 1982 48223740.000000 48223740.000000 48223740.000000
45 50 0 1 1981 1982 45405468.000000 45405468.000000 45405468.000000
50 55 0 1 1981 1982 38910624.000000 38910624.000000 38910624.000000
55 60 0 1 1981 1982 32391188.000000 32391188.000000 32391188.000000
60 65 0 1 1981 1982 28487096.000000 28487096.000000 28487096.000000
65 70 0 1 1981 1982 21930176.000000 21930176.000000 21930176.000000
70 120 0 1 1981 1982 26999024.000000 26999024.000000 26999024.000000
0 5 0 1 1982 1983 96295512.000000 96295512.000000 96295512.000000
5 10 0 1 1982 1983 115017128.000000 115017128.000000 115017128.000000
10 15 0 1 1982 1983 131127472.000000 131127472.000000 131127472.000000
15 20 0 1 1982 1983 119168032.000000 119168032.000000 119168032.000000
20 25 0 1 1982 1983 92871304.000000 92871304.000000 92871304.000000
25 30 0 1 1982 1983 90185920.000000 90185920.000000 90185920.000000
30 35 0 1 1982 1983 76141656.000000 76141656.000000 76141656.000000
35 40 0 1 1982 1983 54300116.000000 54300116.000000 54300116.000000
40 45 0 1 1982 1983 48246104.000000 48246104.000000 48246104.000000
45 50 0 1 1982 1983 46029584.000000 46029584.000000 46029584.000000
50 55 0 1 1982 1983 40086824.000000 40086824.000000 40086824.000000
55 60 0 1 1982 1983 33101896.000000 33101896.000000 33101896.000000
60 65 0 1 1982 1983 28632604.000000 28632604.000000 28632604.000000
65 70 0 1 1982 1983 22726680.000000 22726680.000000 22726680.000000
70 120 0 1 1982 1983 28322562.000000 28322562.000000 28322562.000000
0 5 0 1 1983 1984 98133504.000000 98133504.000000 98133504.000000
5 10 0 1 1983 1984 109366184.000000 109366184.000000 109366184.000000
10 15 0 1 1983 1984 129376304.000000 129376304.000000 129376304.000000
15 20 0 1 1983 1984 123808032.000000 123808032.000000 123808032.000000
20 25 0 1 1983 1984 97664144.000000 97664144.000000 97664144.000000
25 30 0 1 1983 1984 87776976.000000 87776976.000000 87776976.000000
30 35 0 1 1983 1984 82205104.000000 82205104.000000 82205104.000000
35 40 0 1 1983 1984 56854812.000000 56854812.000000 56854812.000000
40 45 0 1 1983 1984 48343180.000000 48343180.000000 48343180.000000
45 50 0 1 1983 1984 46509828.000000 46509828.000000 46509828.000000
50 55 0 1 1983 1984 41261920.000000 41261920.000000 41261920.000000
55 60 0 1 1983 1984 33963160.000000 33963160.000000 33963160.000000
60 65 0 1 1983 1984 28734374.000000 28734374.000000 28734374.000000
65 70 0 1 1983 1984 23509830.000000 23509830.000000 23509830.000000
70 120 0 1 1983 1984 29616476.000000 29616476.000000 29616476.000000
0 5 0 1 1984 1985 101554040.000000 101554040.000000 101554040.000000
5 10 0 1 1984 1985 103832952.000000 103832952.000000 103832952.000000
10 15 0 1 1984 1985 126702368.000000 126702368.000000 126702368.000000
15 20 0 1 1984 1985 127513328.000000 127513328.000000 127513328.000000
20 25 0 1 1984 1985 102938560.000000 102938560.000000 102938560.000000
25 30 0 1 1984 1985 86200912.000000 86200912.000000 86200912.000000
30 35 0 1 1984 1985 87039656.000000 87039656.000000 87039656.000000
35 40 0 1 1984 1985 60206348.000000 60206348.000000 60206348.000000
40 45 0 1 1984 1985 48856736.000000 48856736.000000 48856736.000000
45 50 0 1 1984 1985 46889720.000000 46889720.000000 46889720.000000
50 55 0 1 1984 1985 42371708.000000 42371708.000000 42371708.000000
55 60 0 1 1984 1985 34965264.000000 34965264.000000 34965264.000000
60 65 0 1 1984 1985 28986018.000000 28986018.000000 28986018.000000
65 70 0 1 1984 1985 24223460.000000 24223460.000000 24223460.000000
70 120 0 1 1984 1985 30929676.000000 30929676.000000 30929676.000000
0 5 0 1 1985 1986 105990688.000000 105990688.000000 105990688.000000
5 10 0 1 1985 1986 99473408.000000 99473408.000000 99473408.000000
10 15 0 1 1985 1986 123133560.000000 123133560.000000 123133560.000000
15 20 0 1 1985 1986 129945648.000000 129945648.000000 129945648.000000
20 25 0 1 1985 1986 108174280.000000 108174280.000000 108174280.000000
25 30 0 1 1985 1986 86601008.000000 86601008.000000 86601008.000000
30 35 0 1 1985 1986 89880280.000000 89880280.000000 89880280.000000
35 40 0 1 1985 1986 64429032.000000 64429032.000000 64429032.000000
40 45 0 1 1985 1986 49989152.000000 49989152.000000 49989152.000000
45 50 0 1 1985 1986 47196416.000000 47196416.000000 47196416.000000
50 55 0 1 1985 1986 43360900.000000 43360900.000000 43360900.000000
55 60 0 1 1985 1986 36082584.000000 36082584.000000 36082584.000000
60 65 0 1 1985 1986 29489060.000000 29489060.000000 29489060.000000
65 70 0 1 1985 1986 24831700.000000 24831700.000000 24831700.000000
70 120 0 1 1985 1986 32285668.000000 32285668.000000 32285668.000000
0 5 0 1 1986 1987 113271952.000000 113271952.000000 113271952.000000
5 10 0 1 1986 1987 96896560.000000 96896560.000000 96896560.000000
10 15 0 1 1986 1987 118506848.000000 118506848.000000 118506848.000000
15 20 0 1 1986 1987 130848616.000000 130848616.000000 130848616.000000
20 25 0 1 1986 1987 113229560.000000 113229560.000000 113229560.000000
25 30 0 1 1986 1987 88521584.000000 88521584.000000 88521584.000000
30 35 0 1 1986 1987 90663608.000000 90663608.000000 90663608.000000
35 40 0 1 1986 1987 69361584.000000 69361584.000000 69361584.000000
40 45 0 1 1986 1987 51545008.000000 51545008.000000 51545008.000000
45 50 0 1 1986 1987 47298856.000000 47298856.000000 47298856.000000
50 55 0 1 1986 1987 44084816.000000 44084816.000000 44084816.000000
55 60 0 1 1986 1987 37111772.000000 37111772.000000 37111772.000000
60 65 0 1 1986 1987 29980422.000000 29980422.000000 29980422.000000
65 70 0 1 1986 1987 25085126.000000 25085126.000000 25085126.000000
70 120 0 1 1986 1987 33941760.000000 33941760.000000 33941760.000000
0 5 0 1 1987 1988 120606624.000000 120606624.000000 120606624.000000
5 10 0 1 1987 1988 96407840.000000 96407840.000000 96407840.000000
10 15 0 1 1987 1988 113139576.000000 113139576.000000 113139576.000000
15 20 0 1 1987 1988 130514592.000000 130514592.000000 130514592.000000
20 25 0 1 1987 1988 118366832.000000 118366832.000000 118366832.000000
25 30 0 1 1987 1988 92145480.000000 92145480.000000 92145480.000000
30 35 0 1 1987 1988 89376432.000000 89376432.000000 89376432.000000
35 40 0 1 1987 1988 75335840.000000 75335840.000000 75335840.000000
40 45 0 1 1987 1988 53561448.000000 53561448.000000 53561448.000000
45 50 0 1 1987 1988 47344416.000000 47344416.000000 47344416.000000
50 55 0 1 1987 1988 44739392.000000 44739392.000000 44739392.000000
55 60 0 1 1987 1988 38282208.000000 38282208.000000 38282208.000000
60 65 0 1 1987 1988 30682992.000000 30682992.000000 30682992.000000
65 70 0 1 1987 1988 25247484.000000 25247484.000000 25247484.000000
70 120 0 1 1987 1988 35590576.000000 35590576.000000 35590576.000000
0 5 0 1 1988 1989 127194960.000000 127194960.000000 127194960.000000
5 10 0 1 1988 1989 98057792.000000 98057792.000000 98057792.000000
10 15 0 1 1988 1989 107453480.000000 107453480.000000 107453480.000000
15 20 0 1 1988 1989 128941472.000000 128941472.000000 128941472.000000
20 25 0 1 1988 1989 123103960.000000 123103960.000000 123103960.000000
25 30 0 1 1988 1989 97001568.000000 97001568.000000 97001568.000000
30 35 0 1 1988 1989 87082992.000000 87082992.000000 87082992.000000
35 40 0 1 1988 1989 81434464.000000 81434464.000000 81434464.000000
40 45 0 1 1988 1989 56149508.000000 56149508.000000 56149508.000000
45 50 0 1 1988 1989 47504676.000000 47504676.000000 47504676.000000
50 55 0 1 1988 1989 45290588.000000 45290588.000000 45290588.000000
55 60 0 1 1988 1989 39502828.000000 39502828.000000 39502828.000000
60 65 0 1 1988 1989 31555020.000000 31555020.000000 31555020.000000
65 70 0 1 1988 1989 25409708.000000 25409708.000000 25409708.000000
70 120 0 1 1988 1989 37183320.000000 37183320.000000 37183320.000000
0 5 0 1 1989 1990 131675856.000000 131675856.000000 131675856.000000
5 10 0 1 1989 1990 101257912.000000 101257912.000000 101257912.000000
10 15 0 1 1989 1990 102434784.000000 102434784.000000 102434784.000000
15 20 0 1 1989 1990 126264976.000000 126264976.000000 126264976.000000
20 25 0 1 1989 1990 126863800.000000 126863800.000000 126863800.000000
25 30 0 1 1989 1990 102304696.000000 102304696.000000 102304696.000000
30 35 0 1 1989 1990 85576888.000000 85576888.000000 85576888.000000
35 40 0 1 1989 1990 86290920.000000 86290920.000000 86290920.000000
40 45 0 1 1989 1990 59508656.000000 59508656.000000 59508656.000000
45 50 0 1 1989 1990 48062144.000000 48062144.000000 48062144.000000
50 55 0 1 1989 1990 45724680.000000 45724680.000000 45724680.000000
55 60 0 1 1989 1990 40661376.000000 40661376.000000 40661376.000000
60 65 0 1 1989 1990 32560166.000000 32560166.000000 32560166.000000
65 70 0 1 1989 1990 25718562.000000 25718562.000000 25718562.000000
70 120 0 1 1989 1990 38660472.000000 38660472.000000 38660472.000000
0 5 0 1 1990 1991 133229696.000000 133229696.000000 133229696.000000
5 10 0 1 1990 1991 104921880.000000 104921880.000000 104921880.000000
10 15 0 1 1990 1991 99056384.000000 99056384.000000 99056384.000000
15 20 0 1 1990 1991 122677128.000000 122677128.000000 122677128.000000
20 25 0 1 1990 1991 129299288.000000 129299288.000000 129299288.000000
25 30 0 1 1990 1991 107522400.000000 107522400.000000 107522400.000000
30 35 0 1 1990 1991 85989072.000000 85989072.000000 85989072.000000
35 40 0 1 1990 1991 89127968.000000 89127968.000000 89127968.000000
40 45 0 1 1990 1991 63707556.000000 63707556.000000 63707556.000000
45 50 0 1 1990 1991 49209948.000000 49209948.000000 49209948.000000
50 55 0 1 1990 1991 46064848.000000 46064848.000000 46064848.000000
55 60 0 1 1990 1991 41691212.000000 41691212.000000 41691212.000000
60 65 0 1 1990 1991 33680632.000000 33680632.000000 33680632.000000
65 70 0 1 1990 1991 26260660.000000 26260660.000000 26260660.000000
70 120 0 1 1990 1991 40006520.000000 40006520.000000 40006520.000000
0 5 0 1 1991 1992 135927600.000000 135927600.000000 135927600.000000
5 10 0 1 1991 1992 108882976.000000 108882976.000000 108882976.000000
10 15 0 1 1991 1992 97040720.000000 97040720.000000 97040720.000000
15 20 0 1 1991 1992 117730312.000000 117730312.000000 117730312.000000
20 25 0 1 1991 1992 129921648.000000 129921648.000000 129921648.000000
25 30 0 1 1991 1992 112308768.000000 112308768.000000 112308768.000000
30 35 0 1 1991 1992 87712536.000000 87712536.000000 87712536.000000
35 40 0 1 1991 1992 89704032.000000 89704032.000000 89704032.000000
40 45 0 1 1991 1992 68444712.000000 68444712.000000 68444712.000000
45 50 0 1 1991 1992 50624944.000000 50624944.000000 50624944.000000
50 55 0 1 1991 1992 46043816.000000 46043816.000000 46043816.000000
55 60 0 1 1991 1992 42261920.000000 42261920.000000 42261920.000000
60 65 0 1 1991 1992 34552964.000000 34552964.000000 34552964.000000
65 70 0 1 1991 1992 26607164.000000 26607164.000000 26607164.000000
70 120 0 1 1991 1992 41419420.000000 41419420.000000 41419420.000000
0 5 0 1 1992 1993 131239776.000000 131239776.000000 131239776.000000
5 10 0 1 1992 1993 114655464.000000 114655464.000000 114655464.000000
10 15 0 1 1992 1993 96930424.000000 96930424.000000 96930424.000000
15 20 0 1 1992 1993 112287120.000000 112287120.000000 112287120.000000
20 25 0 1 1992 1993 129699072.000000 129699072.000000 129699072.000000
25 30 0 1 1992 1993 117506544.000000 117506544.000000 117506544.000000
30 35 0 1 1992 1993 91386032.000000 91386032.000000 91386032.000000
35 40 0 1 1992 1993 88502520.000000 88502520.000000 88502520.000000
40 45 0 1 1992 1993 74417896.000000 74417896.000000 74417896.000000
45 50 0 1 1992 1993 52650200.000000 52650200.000000 52650200.000000
50 55 0 1 1992 1993 46121088.000000 46121088.000000 46121088.000000
55 60 0 1 1992 1993 42909220.000000 42909220.000000 42909220.000000
60 65 0 1 1992 1993 35683984.000000 35683984.000000 35683984.000000
65 70 0 1 1992 1993 27233844.000000 27233844.000000 27233844.000000
70 120 0 1 1992 1993 42780716.000000 42780716.000000 42780716.000000
0 5 0 1 1993 1994 121752328.000000 121752328.000000 121752328.000000
5 10 0 1 1993 1994 121625336.000000 121625336.000000 121625336.000000
10 15 0 1 1993 1994 98278504.000000 98278504.000000 98278504.000000
15 20 0 1 1993 1994 106801056.000000 106801056.000000 106801056.000000
20 25 0 1 1993 1994 128406800.000000 128406800.000000 128406800.000000
25 30 0 1 1993 1994 122476480.000000 122476480.000000 122476480.000000
30 35 0 1 1993 1994 96414032.000000 96414032.000000 96414032.000000
35 40 0 1 1993 1994 86423480.000000 86423480.000000 86423480.000000
40 45 0 1 1993 1994 80632016.000000 80632016.000000 80632016.000000
45 50 0 1 1993 1994 55323392.000000 55323392.000000 55323392.000000
50 55 0 1 1993 1994 46385204.000000 46385204.000000 46385204.000000
55 60 0 1 1993 1994 43536300.000000 43536300.000000 43536300.000000
60 65 0 1 1993 1994 36927428.000000 36927428.000000 36927428.000000
65 70 0 1 1993 1994 28071376.000000 28071376.000000 28071376.000000
70 120 0 1 1993 1994 44075400.000000 44075400.000000 44075400.000000
0 5 0 1 1994 1995 111483192.000000 111483192.000000 111483192.000000
5 10 0 1 1994 1995 128159040.000000 128159040.000000 128159040.000000
10 15 0 1 1994 1995 100781088.000000 100781088.000000 100781088.000000
15 20 0 1 1994 1995 102055504.000000 102055504.000000 102055504.000000
20 25 0 1 1994 1995 125830504.000000 125830504.000000 125830504.000000
25 30 0 1 1994 1995 126318480.000000 126318480.000000 126318480.000000
30 35 0 1 1994 1995 101768640.000000 101768640.000000 101768640.000000
35 40 0 1 1994 1995 85009600.000000 85009600.000000 85009600.000000
40 45 0 1 1994 1995 85520208.000000 85520208.000000 85520208.000000
45 50 0 1 1994 1995 58701216.000000 58701216.000000 58701216.000000
50 55 0 1 1994 1995 46988688.000000 46988688.000000 46988688.000000
55 60 0 1 1994 1995 44012072.000000 44012072.000000 44012072.000000
60 65 0 1 1994 1995 38074656.000000 38074656.000000 38074656.000000
65 70 0 1 1994 1995 29024344.000000 29024344.000000 29024344.000000
70 120 0 1 1994 1995 45264712.000000 45264712.000000 45264712.000000
0 5 0 1 1995 1996 103277824.000000 103277824.000000 103277824.000000
5 10 0 1 1995 1996 132095672.000000 132095672.000000 132095672.000000
10 15 0 1 1995 1996 104560416.000000 104560416.000000 104560416.000000
15 20 0 1 1995 1996 98678152.000000 98678152.000000 98678152.000000
20 25 0 1 1995 1996 122030328.000000 122030328.000000 122030328.000000
25 30 0 1 1995 1996 128514696.000000 128514696.000000 128514696.000000
30 35 0 1 1995 1996 106774976.000000 106774976.000000 106774976.000000
35 40 0 1 1995 1996 85286600.000000 85286600.000000 85286600.000000
40 45 0 1 1995 1996 88186288.000000 88186288.000000 88186288.000000
45 50 0 1 1995 1996 62765004.000000 62765004.000000 62765004.000000
50 55 0 1 1995 1996 48062260.000000 48062260.000000 48062260.000000
55 60 0 1 1995 1996 44299704.000000 44299704.000000 44299704.000000
60 65 0 1 1995 1996 39014224.000000 39014224.000000 39014224.000000
65 70 0 1 1995 1996 30041356.000000 30041356.000000 30041356.000000
70 120 0 1 1995 1996 46352504.000000 46352504.000000 46352504.000000
0 5 0 1 1996 1997 90210048.000000 90210048.000000 90210048.000000
5 10 0 1 1996 1997 133285856.000000 133285856.000000 133285856.000000
10 15 0 1 1996 1997 110394032.000000 110394032.000000 110394032.000000
15 20 0 1 1996 1997 97298728.000000 97298728.000000 97298728.000000
20 25 0 1 1996 1997 117985560.000000 117985560.000000 117985560.000000
25 30 0 1 1996 1997 130092952.000000 130092952.000000 130092952.000000
30 35 0 1 1996 1997 112358056.000000 112358056.000000 112358056.000000
35 40 0 1 1996 1997 87643080.000000 87643080.000000 87643080.000000
40 45 0 1 1996 1997 89404056.000000 89404056.000000 89404056.000000
45 50 0 1 1996 1997 67925656.000000 67925656.000000 67925656.000000
50 55 0 1 1996 1997 49806172.000000 49806172.000000 49806172.000000
55 60 0 1 1996 1997 44597316.000000 44597316.000000 44597316.000000
60 65 0 1 1996 1997 39837680.000000 39837680.000000 39837680.000000
65 70 0 1 1996 1997 31054924.000000 31054924.000000 31054924.000000
70 120 0 1 1996 1997 48087328.000000 48087328.000000 48087328.000000
0 5 0 1 1997 1998 84025520.000000 84025520.000000 84025520.000000
5 10 0 1 1997 1998 129678520.000000 129678520.000000 129678520.000000
10 15 0 1 1997 1998 117158280.000000 117158280.000000 117158280.000000
15 20 0 1 1997 1998 96864632.000000 96864632.000000 96864632.000000
20 25 0 1 1997 1998 112449896.000000 112449896.000000 112449896.000000
25 30 0 1 1997 1998 129776416.000000 129776416.000000 129776416.000000
30 35 0 1 1997 1998 117477496.000000 117477496.000000 117477496.000000
35 40 0 1 1997 1998 91249472.000000 91249472.000000 91249472.000000
40 45 0 1 1997 1998 88140104.000000 88140104.000000 88140104.000000
45 50 0 1 1997 1998 73807944.000000 73807944.000000 73807944.000000
50 55 0 1 1997 1998 51762332.000000 51762332.000000 51762332.000000
55 60 0 1 1997 1998 44639880.000000 44639880.000000 44639880.000000
60 65 0 1 1997 1998 40438768.000000 40438768.000000 40438768.000000
65 70 0 1 1997 1998 32076952.000000 32076952.000000 32076952.000000
70 120 0 1 1997 1998 49520760.000000 49520760.000000 49520760.000000
0 5 0 1 1998 1999 82804568.000000 82804568.000000 82804568.000000
5 10 0 1 1998 1999 121649808.000000 121649808.000000 121649808.000000
10 15 0 1 1998 1999 124184088.000000 124184088.000000 124184088.000000
15 20 0 1 1998 1999 97702168.000000 97702168.000000 97702168.000000
20 25 0 1 1998 1999 106473864.000000 106473864.000000 106473864.000000
25 30 0 1 1998 1999 127910680.000000 127910680.000000 127910680.000000
30 35 0 1 1998 1999 121904648.000000 121904648.000000 121904648.000000
35 40 0 1 1998 1999 95843272.000000 95843272.000000 95843272.000000
40 45 0 1 1998 1999 85691520.000000 85691520.000000 85691520.000000
45 50 0 1 1998 1999 79631864.000000 79631864.000000 79631864.000000
50 55 0 1 1998 1999 54156624.000000 54156624.000000 54156624.000000
55 60 0 1 1998 1999 44708724.000000 44708724.000000 44708724.000000
60 65 0 1 1998 1999 40886080.000000 40886080.000000 40886080.000000
65 70 0 1 1998 1999 33101624.000000 33101624.000000 33101624.000000
70 120 0 1 1998 1999 50791976.000000 50791976.000000 50791976.000000
0 5 0 1 1999 2000 82899832.000000 82899832.000000 82899832.000000
5 10 0 1 1999 2000 111490232.000000 111490232.000000 111490232.000000
10 15 0 1 1999 2000 129693888.000000 129693888.000000 129693888.000000
15 20 0 1 1999 2000 100157136.000000 100157136.000000 100157136.000000
20 25 0 1 1999 2000 101468064.000000 101468064.000000 101468064.000000
25 30 0 1 1999 2000 125015240.000000 125015240.000000 125015240.000000
30 35 0 1 1999 2000 125402096.000000 125402096.000000 125402096.000000
35 40 0 1 1999 2000 100906504.000000 100906504.000000 100906504.000000
40 45 0 1 1999 2000 84082424.000000 84082424.000000 84082424.000000
45 50 0 1 1999 2000 84257536.000000 84257536.000000 84257536.000000
50 55 0 1 1999 2000 57335384.000000 57335384.000000 57335384.000000
55 60 0 1 1999 2000 45202616.000000 45202616.000000 45202616.000000
60 65 0 1 1999 2000 41276336.000000 41276336.000000 41276336.000000
65 70 0 1 1999 2000 34117992.000000 34117992.000000 34117992.000000
70 120 0 1 1999 2000 52101416.000000 52101416.000000 52101416.000000
0 5 0 1 2000 2001 81757544.000000 81757544.000000 81757544.000000
5 10 0 1 2000 2001 102553384.000000 102553384.000000 102553384.000000
10 15 0 1 2000 2001 131728640.000000 131728640.000000 131728640.000000
15 20 0 1 2000 2001 104236248.000000 104236248.000000 104236248.000000
20 25 0 1 2000 2001 98223712.000000 98223712.000000 98223712.000000
25 30 0 1 2000 2001 121385920.000000 121385920.000000 121385920.000000
30 35 0 1 2000 2001 127741656.000000 127741656.000000 127741656.000000
35 40 0 1 2000 2001 106010832.000000 106010832.000000 106010832.000000
40 45 0 1 2000 2001 84480856.000000 84480856.000000 84480856.000000
45 50 0 1 2000 2001 87010264.000000 87010264.000000 87010264.000000
50 55 0 1 2000 2001 61421528.000000 61421528.000000 61421528.000000
55 60 0 1 2000 2001 46341552.000000 46341552.000000 46341552.000000
60 65 0 1 2000 2001 41658480.000000 41658480.000000 41658480.000000
65 70 0 1 2000 2001 35098120.000000 35098120.000000 35098120.000000
70 120 0 1 2000 2001 53550228.000000 53550228.000000 53550228.000000
0 5 0 1 2001 2002 82546992.000000 82546992.000000 82546992.000000
5 10 0 1 2001 2002 95661072.000000 95661072.000000 95661072.000000
10 15 0 1 2001 2002 129888336.000000 129888336.000000 129888336.000000
15 20 0 1 2001 2002 109555584.000000 109555584.000000 109555584.000000
20 25 0 1 2001 2002 96255120.000000 96255120.000000 96255120.000000
25 30 0 1 2001 2002 116647920.000000 116647920.000000 116647920.000000
30 35 0 1 2001 2002 128538112.000000 128538112.000000 128538112.000000
35 40 0 1 2001 2002 110888664.000000 110888664.000000 110888664.000000
40 45 0 1 2001 2002 86319024.000000 86319024.000000 86319024.000000
45 50 0 1 2001 2002 87700680.000000 87700680.000000 87700680.000000
50 55 0 1 2001 2002 66140096.000000 66140096.000000 66140096.000000
55 60 0 1 2001 2002 47802144.000000 47802144.000000 47802144.000000
60 65 0 1 2001 2002 41740076.000000 41740076.000000 41740076.000000
65 70 0 1 2001 2002 35682684.000000 35682684.000000 35682684.000000
70 120 0 1 2001 2002 55571140.000000 55571140.000000 55571140.000000
0 5 0 1 2002 2003 82161488.000000 82161488.000000 82161488.000000
5 10 0 1 2002 2003 90230096.000000 90230096.000000 90230096.000000
10 15 0 1 2002 2003 124751072.000000 124751072.000000 124751072.000000
15 20 0 1 2002 2003 116723584.000000 116723584.000000 116723584.000000
20 25 0 1 2002 2003 95778032.000000 95778032.000000 95778032.000000
25 30 0 1 2002 2003 111125288.000000 111125288.000000 111125288.000000
30 35 0 1 2002 2003 128193376.000000 128193376.000000 128193376.000000
35 40 0 1 2002 2003 115917744.000000 115917744.000000 115917744.000000
40 45 0 1 2002 2003 89866264.000000 89866264.000000 89866264.000000
45 50 0 1 2002 2003 86459448.000000 86459448.000000 86459448.000000
50 55 0 1 2002 2003 71925080.000000 71925080.000000 71925080.000000
55 60 0 1 2002 2003 49738480.000000 49738480.000000 49738480.000000
60 65 0 1 2002 2003 41838332.000000 41838332.000000 41838332.000000
65 70 0 1 2002 2003 36295384.000000 36295384.000000 36295384.000000
